games,event,team,pos,medal,as,athlete_id,noc,discipline,nationality
1984 Summer Olympics,"Individual, Men (Olympic)",,DNF,,Anton Liederer,237,AUT,Modern Pentathlon,
1984 Summer Olympics,"Team, Men (Olympic)",Austria,17,,Anton Liederer,237,AUT,Modern Pentathlon,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Flandy Limpele,=5,,Riseu Rosalina,238,INA,Badminton,
1996 Summer Olympics,"Doubles, Women (Olympic)",Eliza Nathanael,=5,,Zelin Resiana,239,INA,Badminton,
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Bambang Suprianto,=5,,Zelin Resiana,239,INA,Badminton,
1996 Summer Olympics,"Singles, Women (Olympic)",,=9,,Yuliani Santoso,240,INA,Badminton,
1992 Summer Olympics,"Singles, Women (Olympic)",,=5,,Sarwendah Kusumawardhani,241,INA,Badminton,
1992 Summer Olympics,"Doubles, Women (Olympic)",Rosiana Tendean,=17,,Erma Sulistianingsih,242,INA,Badminton,
1992 Summer Olympics,"Singles, Women (Olympic)",,1.0,Gold,Susy Susanti,243,INA,Badminton,
1996 Summer Olympics,"Singles, Women (Olympic)",,3.0,Bronze,Susy Susanti,243,INA,Badminton,
1992 Summer Olympics,"Doubles, Women (Olympic)",Finarsih,=5,,Lili Tampi,244,INA,Badminton,
1996 Summer Olympics,"Doubles, Women (Olympic)",Finarsih,=9,,Lili Tampi,244,INA,Badminton,
1996 Summer Olympics,"Doubles, Women (Olympic)",Yayuk Basuki,=9,,Romana Tedjakusuma,245,INA,Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Erma Sulistianingsih,=17,,Rosiana Tendean,246,INA,Badminton,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Tri Kusharyanto,=5,,Minarti Timur,247,INA,Badminton,
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Tri Kusharyanto,2,Silver,Minarti Timur,247,INA,Badminton,
1996 Summer Olympics,"Singles, Women (Olympic)",,2,Silver,Mia Audina,248,INA,Badminton,
2000 Summer Olympics,"Singles, Women (Olympic)",,=5,,Mia Audina,248,NED,Badminton,
2004 Summer Olympics,"Singles, Women (Olympic)",,2,Silver,Mia Audina,248,NED,Badminton,
2004 Summer Olympics,"Doubles, Women (Olympic)",Lotte Bruil-Jonathans,=5,,Mia Audina,248,NED,Badminton,
1992 Summer Olympics,"Doubles, Women (Olympic)",Yayuk Basuki,=17,,Suzanna Wibowo,249,INA,Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Denny Kantono,3.0,Bronze,Antonius Ariantho,250,INA,Badminton,
1992 Summer Olympics,"Doubles, Men (Olympic)",Eddy Hartono,2,Silver,Rudy Gunawan,251,INA,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Bambang Suprianto,=9,,Rudy Gunawan,251,INA,Badminton,
1992 Summer Olympics,"Doubles, Men (Olympic)",Rudy Gunawan,2.0,Silver,Eddy Hartono,252,INA,Badminton,
1996 Summer Olympics,"Singles, Men (Olympic)",,4.0,,Hariyanto Arbi,253,INA,Badminton,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Minarti Timur,=5,,Tri Kusharyanto,254,INA,Badminton,
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Minarti Timur,2,Silver,Tri Kusharyanto,254,INA,Badminton,
2004 Summer Olympics,"Doubles, Men (Olympic)",Sigit Budiarto,=17,,Tri Kusharyanto,254,INA,Badminton,
1992 Summer Olympics,"Singles, Men (Olympic)",,1,Gold,Alan Budikusuma,255,INA,Badminton,
1996 Summer Olympics,"Singles, Men (Olympic)",,=5,,Alan Budikusuma,255,INA,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Antonius Ariantho,3.0,Bronze,Denny Kantono,256,INA,Badminton,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Riseu Rosalina,=5,,Flandy Limpele,257,INA,Badminton,
2000 Summer Olympics,"Doubles, Men (Olympic)",Eng Hian,=5,,Flandy Limpele,257,INA,Badminton,
2004 Summer Olympics,"Doubles, Men (Olympic)",Eng Hian,3,Bronze,Flandy Limpele,257,INA,Badminton,
2008 Summer Olympics,"Doubles, Mixed (Olympic)",Vita Marissa,4,,Flandy Limpele,257,INA,Badminton,
1992 Summer Olympics,"Doubles, Men (Olympic)",Ricky Subagja,=5,,Rexy Mainaky,258,INA,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Ricky Subagja,1,Gold,Rexy Mainaky,258,INA,Badminton,
2000 Summer Olympics,"Doubles, Men (Olympic)",Ricky Subagja,=5,,Rexy Mainaky,258,INA,Badminton,
1988 Summer Olympics,"Singles, Men (Olympic)",,=49,,Tonny Maringgi,259,INA,Table Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Rexy Mainaky,=5,,Ricky Subagja,260,INA,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Rexy Mainaky,1,Gold,Ricky Subagja,260,INA,Badminton,
2000 Summer Olympics,"Doubles, Men (Olympic)",Rexy Mainaky,=5,,Ricky Subagja,260,INA,Badminton,
1984 Summer Olympics,"Singles, Men (Olympic (non-medal))",,=17,,Suharyadi,261,INA,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Donald Wailan Walalangi,=17,,Suharyadi,261,INA,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Bonit Wiryawan,=9,,Suharyadi,261,INA,Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Rudy Gunawan,=9,,Bambang Suprianto,262,INA,Badminton,
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Zelin Resiana,=5,,Bambang Suprianto,262,INA,Badminton,
1996 Summer Olympics,"Singles, Men (Olympic)",,=5,,Joko Suprianto,263,INA,Badminton,
1992 Summer Olympics,"Singles, Men (Olympic)",,=3,Bronze,Hermawan Susanto,264,INA,Badminton,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Anton Suseno,265,INA,Table Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=33,,Anton Suseno,265,INA,Table Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=49,,Anton Suseno,265,INA,Table Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Ismu Harinto,=33,,Anton Suseno,265,INA,Table Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Suharyadi,=17,,Donald Wailan Walalangi,266,INA,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Benny Wijaya,267,INA,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,2.0,Silver,Ardy Wiranata,268,INA,Badminton,
1992 Summer Olympics,"Doubles, Men (Olympic)",Suharyadi,=9,,Bonit Wiryawan,269,INA,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=17,,Madhumita Bisht,270,IND,Badminton,
1924 Summer Olympics,"Singles, Women (Olympic)",,=9,,Nora Polley,271,IND,Tennis,
1924 Summer Olympics,"Doubles, Mixed (Olympic)",Sydney Jacob,=9,,Nora Polley,271,IND,Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=49,,Ambika Radhika,272,IND,Table Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=41,,Niyati Roy,273,IND,Table Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Niyati Roy-Shah,273,IND,Table Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=17,,Zeeshan Ali,274,IND,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Vijay Amritraj,=9,,Anand Amritraj,275,IND,Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=33,,Vijay Amritraj,276,IND,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Anand Amritraj,=9,,Vijay Amritraj,276,IND,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=49,,Chetan Baboor,277,IND,Table Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=49,,Chetan Baboor,277,IND,Table Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=33,,Chetan Baboor,277,IND,Table Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Raman Subramanyan,=25,,Chetan Baboor,277,IND,Table Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=9,,Deepankar Bhattacharya,278,IND,Badminton,
1992 Summer Olympics,"Doubles, Men (Olympic)",Vimal Kumar,=17,,Deepankar Bhattacharya,278,IND,Badminton,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Deepankar Bhattacharya,278,IND,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Leander Paes,=9,,Mahesh Bhupathi,279,IND,Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Leander Paes,=9,,Mahesh Bhupathi,279,IND,Tennis,
2004 Summer Olympics,"Doubles, Men (Olympic)",Leander Paes,4,,Mahesh Bhupathi,279,IND,Tennis,
2008 Summer Olympics,"Doubles, Men (Olympic)",Leander Paes,=5,,Mahesh Bhupathi,279,IND,Tennis,
2012 Summer Olympics,"Doubles, Men (Olympic)",Rohan Bopanna,=9,,Mahesh Bhupathi,279,IND,Tennis,
1924 Summer Olympics,"Singles, Men (Olympic)",,=33,,Ali Athar Fyzee,280,IND,Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=49,,Sujay Ghorpade,281,IND,Table Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Kamlesh Mehta,=21,,Sujay Ghorpade,281,IND,Table Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Kamlesh Mehta,=25,,Sujay Ghorpade,281,IND,Table Tennis,
1924 Summer Olympics,"Singles, Men (Olympic)",,=33,,S. M. Hadi,282,IND,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",Donald Rutnam,=5,,S. M. Hadi,282,IND,Tennis,
1924 Summer Olympics,"Singles, Men (Olympic)",,=5,,Sydney Jacob,283,IND,Tennis,
1924 Summer Olympics,"Doubles, Mixed (Olympic)",Nora Polley,=9,,Sydney Jacob,283,IND,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",Mohammed Sleem,=29,,Sydney Jacob,283,IND,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Ramesh Krishnan,284,IND,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Leander Paes,=5,,Ramesh Krishnan,284,IND,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Vimal Kumar,285,IND,Badminton,
1992 Summer Olympics,"Doubles, Men (Olympic)",Deepankar Bhattacharya,=17,,Vimal Kumar,285,IND,Badminton,
1988 Summer Olympics,"Singles, Men (Olympic)",,=25,,Kamlesh Mehta,286,IND,Table Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Sujay Ghorpade,=21,,Kamlesh Mehta,286,IND,Table Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=17,,Kamlesh Mehta,286,IND,Table Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Sujay Ghorpade,=25,,Kamlesh Mehta,286,IND,Table Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Leander Paes,287,IND,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Ramesh Krishnan,=5,,Leander Paes,287,IND,Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,3,Bronze,Leander Paes,287,IND,Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Mahesh Bhupathi,=9,,Leander Paes,287,IND,Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=33,,Leander Paes,287,IND,Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Mahesh Bhupathi,=9,,Leander Paes,287,IND,Tennis,
2004 Summer Olympics,"Doubles, Men (Olympic)",Mahesh Bhupathi,4,,Leander Paes,287,IND,Tennis,
2008 Summer Olympics,"Doubles, Men (Olympic)",Mahesh Bhupathi,=5,,Leander Paes,287,IND,Tennis,
2012 Summer Olympics,"Doubles, Mixed (Olympic)",Sania Mirza,=5,,Leander Paes,287,IND,Tennis,
2012 Summer Olympics,"Doubles, Men (Olympic)",Jagadeesan Vishnuvardhan,=9,,Leander Paes,287,IND,Tennis,
2016 Summer Olympics,"Doubles, Men (Olympic)",Rohan Bopanna,=17,,Leander Paes,287,IND,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",S. M. Hadi,=5,,Donald Rutnam,288,IND,Tennis,
1924 Summer Olympics,"Singles, Men (Olympic)",,=17,,Mohammed Sleem,289,IND,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",Sydney Jacob,=29,,Mohammed Sleem,289,IND,Tennis,
1988 Summer Olympics,"Individual, Men (Olympic)",,81.0,,Ángel Bello,290,ARG,Archery,
1988 Summer Olympics,"Individual, Men (Olympic)",,75.0,,Claudio Pafundi,291,ARG,Archery,
1976 Summer Olympics,"Individual, Women (Olympic)",,25.0,,Maureen Adams,292,AUS,Archery,
1996 Summer Olympics,"Individual, Women (Olympic)",,57.0,,Deonne Bridger,293,AUS,Archery,
2004 Summer Olympics,"Individual, Women (Olympic)",,41.0,,Deonne Bridger,293,AUS,Archery,
2004 Summer Olympics,"Team, Women (Olympic)",Australia,11.0,,Deonne Bridger,293,AUS,Archery,
1972 Summer Olympics,"Individual, Women (Olympic)",,9.0,,Terry Donovan,294,AUS,Archery,
1980 Summer Olympics,"Individual, Women (Olympic)",,9.0,,Terry Donovan,294,AUS,Archery,
1984 Summer Olympics,"Individual, Women (Olympic)",,19.0,,Terry Donovan,294,AUS,Archery,
1996 Summer Olympics,"Individual, Women (Olympic)",,48.0,,Myfanwy Matthews,295,AUS,Archery,
1976 Summer Olympics,"Individual, Women (Olympic)",,15.0,,Carole Toy,296,AUS,Archery,
1980 Summer Olympics,"Individual, Women (Olympic)",,15.0,,Carole Toy,296,AUS,Archery,
1976 Summer Olympics,"Individual, Men (Olympic)",,13.0,,David Anear,297,AUS,Archery,
1984 Summer Olympics,"Individual, Men (Olympic)",,31.0,,Christopher Blake,298,AUS,Archery,
1988 Summer Olympics,"Individual, Men (Olympic)",,41.0,,Christopher Blake,298,AUS,Archery,
1988 Summer Olympics,"Team, Men (Olympic)",Australia,13.0,,Christopher Blake,298,AUS,Archery,
1980 Summer Olympics,"Individual, Men (Olympic)",,26.0,,Scott Dumbrell,299,AUS,Archery,
1988 Summer Olympics,"Individual, Men (Olympic)",,16.0,,Simon Fairweather,300,AUS,Archery,
1988 Summer Olympics,"Team, Men (Olympic)",Australia,13.0,,Simon Fairweather,300,AUS,Archery,
1992 Summer Olympics,"Individual, Men (Olympic)",,25.0,,Simon Fairweather,300,AUS,Archery,
1992 Summer Olympics,"Team, Men (Olympic)",Australia,7.0,,Simon Fairweather,300,AUS,Archery,
1996 Summer Olympics,"Individual, Men (Olympic)",,52.0,,Simon Fairweather,300,AUS,Archery,
1996 Summer Olympics,"Team, Men (Olympic)",Australia,4.0,,Simon Fairweather,300,AUS,Archery,
2000 Summer Olympics,"Individual, Men (Olympic)",,1.0,Gold,Simon Fairweather,300,AUS,Archery,
2000 Summer Olympics,"Team, Men (Olympic)",Australia,12.0,,Simon Fairweather,300,AUS,Archery,
2004 Summer Olympics,"Individual, Men (Olympic)",,50.0,,Simon Fairweather,300,AUS,Archery,
2004 Summer Olympics,"Team, Men (Olympic)",Australia,6.0,,Simon Fairweather,300,AUS,Archery,
1996 Summer Olympics,"Individual, Men (Olympic)",,35.0,,Jackson Fear,301,AUS,Archery,
1996 Summer Olympics,"Team, Men (Olympic)",Australia,4.0,,Jackson Fear,301,AUS,Archery,
1996 Summer Olympics,"Individual, Men (Olympic)",,26,,Matt Gray,302,AUS,Archery,
1996 Summer Olympics,"Team, Men (Olympic)",Australia,4,,Matt Gray,302,AUS,Archery,
2000 Summer Olympics,"Individual, Men (Olympic)",,36,,Matt Gray,302,AUS,Archery,
2000 Summer Olympics,"Team, Men (Olympic)",Australia,12,,Matt Gray,302,AUS,Archery,
2008 Summer Olympics,"Individual, Men (Olympic)",,55,,Matt Gray,302,AUS,Archery,
2008 Summer Olympics,"Team, Men (Olympic)",Australia,=9,,Matt Gray,302,AUS,Archery,
1992 Summer Olympics,"Individual, Men (Olympic)",,16.0,,Grant Greenham,303,AUS,Archery,
1992 Summer Olympics,"Team, Men (Olympic)",Australia,7.0,,Grant Greenham,303,AUS,Archery,
1992 Summer Olympics,"Individual, Men (Olympic)",,48.0,,Scott Hunter-Russell,304,AUS,Archery,
1992 Summer Olympics,"Team, Men (Olympic)",Australia,7.0,,Scott Hunter-Russell,304,AUS,Archery,
2000 Summer Olympics,"Individual, Men (Olympic)",,24.0,,Scott Hunter-Russell,304,AUS,Archery,
2000 Summer Olympics,"Team, Men (Olympic)",Australia,12.0,,Scott Hunter-Russell,304,AUS,Archery,
1972 Summer Olympics,"Individual, Men (Olympic)",,15.0,,Terry Reilly,305,AUS,Archery,
1976 Summer Olympics,"Individual, Men (Olympic)",,26.0,,Terry Reilly,305,AUS,Archery,
1972 Summer Olympics,"Individual, Men (Olympic)",,9.0,,Graeme Telford,306,AUS,Archery,
1988 Summer Olympics,"Individual, Men (Olympic)",,63.0,,Rodney Wagner,307,AUS,Archery,
1988 Summer Olympics,"Team, Men (Olympic)",Australia,13.0,,Rodney Wagner,307,AUS,Archery,
1984 Summer Olympics,"Individual, Women (Olympic)",,32.0,,Ursula Valenta,308,AUT,Archery,
1980 Summer Olympics,"Individual, Men (Olympic)",,21.0,,Peter Mitterer,309,AUT,Archery,
1976 Summer Olympics,"Individual, Men (Olympic)",,33.0,,Oswald Probst,310,AUT,Archery,
1984 Summer Olympics,"Individual, Women (Olympic)",,22.0,,Marie-Claire Van Stevens,311,BEL,Archery,
1984 Summer Olympics,"Individual, Women (Olympic)",,40.0,,Raymonda Verlinden,312,BEL,Archery,
1920 Summer Olympics,"Target Archery, 28 metres, Team, Men (Olympic)",Belgium,2.0,Silver,Alphonse Allaert,313,BEL,Archery,
1920 Summer Olympics,"Target Archery, 33 metres, Team, Men (Olympic)",Belgium,1.0,Gold,Alphonse Allaert,313,BEL,Archery,
1920 Summer Olympics,"Target Archery, 50 metres, Team, Men (Olympic)",Belgium,1.0,Gold,Alphonse Allaert,313,BEL,Archery,
1972 Summer Olympics,"Individual, Men (Olympic)",,18.0,,André Baeyens,314,BEL,Archery,
1976 Summer Olympics,"Individual, Men (Olympic)",,18.0,,Pierre Blacks,315,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Small Birds, Individual, Men (Olympic)",,5.0,,Edmond Cloetens,316,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Large Birds, Individual, Men (Olympic)",,1.0,Gold,Edmond Cloetens,316,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Small Birds, Team, Men (Olympic)",Belgium,1.0,Gold,Edmond Cloetens,316,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Large Birds, Team, Men (Olympic)",Belgium,1.0,Gold,Edmond Cloetens,316,BEL,Archery,
1972 Summer Olympics,"Individual, Men (Olympic)",,4.0,,Robert Cogniaux,317,BEL,Archery,
1976 Summer Olympics,"Individual, Men (Olympic)",,23.0,,Robert Cogniaux,317,BEL,Archery,
1980 Summer Olympics,"Individual, Men (Olympic)",,9.0,,Robert Cogniaux,317,BEL,Archery,
1972 Summer Olympics,"Individual, Men (Olympic)",,23.0,,Jos Daman,318,BEL,Archery,
1920 Summer Olympics,"Target Archery, 28 metres, Team, Men (Olympic)",Belgium,2.0,Silver,Victor De Knibber,319,BEL,Archery,
1920 Summer Olympics,"Target Archery, 33 metres, Team, Men (Olympic)",Belgium,1.0,Gold,Victor De Knibber,319,BEL,Archery,
1920 Summer Olympics,"Target Archery, 50 metres, Team, Men (Olympic)",Belgium,1.0,Gold,Victor De Knibber,319,BEL,Archery,
1984 Summer Olympics,"Individual, Men (Olympic)",,14.0,,Patrick De Koning,320,BEL,Archery,
1988 Summer Olympics,"Individual, Men (Olympic)",,44.0,,Patrick De Koning,320,BEL,Archery,
1988 Summer Olympics,"Team, Men (Olympic)",Belgium,15.0,,Patrick De Koning,320,BEL,Archery,
1920 Summer Olympics,"Target Archery, 28 metres, Team, Men (Olympic)",Belgium,2.0,Silver,Jérôme De Mayer,321,BEL,Archery,
1920 Summer Olympics,"Target Archery, 33 metres, Team, Men (Olympic)",Belgium,1.0,Gold,Jérôme De Mayer,321,BEL,Archery,
1920 Summer Olympics,"Target Archery, 50 metres, Team, Men (Olympic)",Belgium,1.0,Gold,Jérôme De Mayer,321,BEL,Archery,
1920 Summer Olympics,"Target Archery, 28 metres, Team, Men (Olympic)",Belgium,2.0,Silver,Louis Delcon,322,BEL,Archery,
1920 Summer Olympics,"Target Archery, 33 metres, Team, Men (Olympic)",Belgium,1.0,Gold,Louis Delcon,322,BEL,Archery,
1920 Summer Olympics,"Target Archery, 50 metres, Team, Men (Olympic)",Belgium,1.0,Gold,Louis Delcon,322,BEL,Archery,
1900 Summer Olympics,"Sur La Perche À La Herse, Men (Olympic)",,3.0,Bronze,"Druart, Jr.",323,BEL,Archery,
1920 Summer Olympics,"Target Archery, 28 metres, Team, Men (Olympic)",Belgium,2.0,Silver,Louis Fierens,324,BEL,Archery,
1920 Summer Olympics,"Target Archery, 33 metres, Team, Men (Olympic)",Belgium,1.0,Gold,Louis Fierens,324,BEL,Archery,
1920 Summer Olympics,"Target Archery, 50 metres, Team, Men (Olympic)",Belgium,1.0,Gold,Louis Fierens,324,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Small Birds, Individual, Men (Olympic)",,4.0,,Firmin Flamand,325,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Large Birds, Individual, Men (Olympic)",,3.0,Bronze,Firmin Flamand,325,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Small Birds, Team, Men (Olympic)",Belgium,1.0,Gold,Firmin Flamand,325,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Large Birds, Team, Men (Olympic)",Belgium,1.0,Gold,Firmin Flamand,325,BEL,Archery,
1900 Summer Olympics,"Sur La Perche À La Herse, Men (Olympic)",,1.0,Gold,Emmanuel Foulon,326,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Small Birds, Individual, Men (Olympic)",,3.0,Bronze,Joseph Hermans,327,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Large Birds, Individual, Men (Olympic)",,5.0,,Joseph Hermans,327,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Small Birds, Team, Men (Olympic)",Belgium,1.0,Gold,Joseph Hermans,327,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Large Birds, Team, Men (Olympic)",Belgium,1.0,Gold,Joseph Hermans,327,BEL,Archery,
1988 Summer Olympics,"Individual, Men (Olympic)",,53.0,,Francis Notenboom,328,BEL,Archery,
1988 Summer Olympics,"Team, Men (Olympic)",Belgium,15.0,,Francis Notenboom,328,BEL,Archery,
1920 Summer Olympics,"Target Archery, 28 metres, Team, Men (Olympic)",Belgium,2.0,Silver,Louis Van Beeck,329,BEL,Archery,
1920 Summer Olympics,"Target Archery, 33 metres, Team, Men (Olympic)",Belgium,1.0,Gold,Louis Van Beeck,329,BEL,Archery,
1920 Summer Olympics,"Target Archery, 50 metres, Team, Men (Olympic)",Belgium,1.0,Gold,Louis Van Beeck,329,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Small Birds, Individual, Men (Olympic)",,2.0,Silver,Louis Van De Perck,330,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Large Birds, Individual, Men (Olympic)",,2.0,Silver,Louis Van De Perck,330,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Small Birds, Team, Men (Olympic)",Belgium,1.0,Gold,Louis Van De Perck,330,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Large Birds, Team, Men (Olympic)",Belgium,1.0,Gold,Louis Van De Perck,330,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Small Birds, Individual, Men (Olympic)",,6.0,,Auguste Van De Verre,331,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Large Birds, Individual, Men (Olympic)",,6.0,,Auguste Van De Verre,331,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Small Birds, Team, Men (Olympic)",Belgium,1.0,Gold,Auguste Van De Verre,331,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Large Birds, Team, Men (Olympic)",Belgium,1.0,Gold,Auguste Van De Verre,331,BEL,Archery,
1980 Summer Olympics,"Individual, Men (Olympic)",,17.0,,Willy Van Den Bossche,332,BEL,Archery,
1984 Summer Olympics,"Individual, Men (Olympic)",,26.0,,Willy Van Den Bossche,332,BEL,Archery,
1900 Summer Olympics,"Au Chapelet, 33 metres, Men (Olympic)",,1.0,Gold,Hubert Van Innis,333,BEL,Archery,
1900 Summer Olympics,"Au Chapelet, 50 metres, Men (Olympic)",,4.0,,Hubert Van Innis,333,BEL,Archery,
1900 Summer Olympics,"Au Cordon Doré, 33 metres, Men (Olympic)",,1.0,Gold,Hubert Van Innis,333,BEL,Archery,
1900 Summer Olympics,"Au Cordon Doré, 50 metres, Men (Olympic)",,2.0,Silver,Hubert Van Innis,333,BEL,Archery,
1900 Summer Olympics,"Championnat Du Monde, Men (Olympic)",,2.0,Silver,Hubert Van Innis,333,BEL,Archery,
1920 Summer Olympics,"Target Archery, 28 metres, Individual, Men (Olympic)",,1.0,Gold,Hubert Van Innis,333,BEL,Archery,
1920 Summer Olympics,"Target Archery, 33 metres, Individual, Men (Olympic)",,1.0,Gold,Hubert Van Innis,333,BEL,Archery,
1920 Summer Olympics,"Target Archery, 50 metres, Individual, Men (Olympic)",,2.0,Silver,Hubert Van Innis,333,BEL,Archery,
1920 Summer Olympics,"Target Archery, 28 metres, Team, Men (Olympic)",Belgium,2.0,Silver,Hubert Van Innis,333,BEL,Archery,
1920 Summer Olympics,"Target Archery, 33 metres, Team, Men (Olympic)",Belgium,1.0,Gold,Hubert Van Innis,333,BEL,Archery,
1920 Summer Olympics,"Target Archery, 50 metres, Team, Men (Olympic)",Belgium,1.0,Gold,Hubert Van Innis,333,BEL,Archery,
1920 Summer Olympics,"Pole Archery, Small Birds, Individual, Men (Olympic)",,1.0,Gold,Edmond Van Moer,334,BEL,Archery,
