Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Female,Martina•Hyde,Martina•Hyde,"25 December 1866 in St. Nicolas, Worcester, England (GBR)","17 May 1937 in Worcester, England (GBR)",Great Britain,546,,"Worcestershire Archery Society, (GBR)",,,,,,
Competed in Olympic Games,Female,Sarah Henrietta•Leonard (Leonard-),Sarah•Leonard,"21 March 1862 in Boxmoor, Hemel Hempstead, England (GBR)","5 June 1951 in Flax Bourton, England (GBR)",Great Britain,547,,"Backwell and District Archery Club, Backwell (GBR)",Hettie,,,,,
Competed in Olympic Games,Female,Katherine Gwen•Mudge (-Cardale),Katherine•Mudge,"16 August 1881 in Llanbedr, Wales (GBR)","26 July 1975 in Stratton, England (GBR)",Great Britain,548,,"Devon and Cornwall AS, (GBR)",,,,,,
Competed in Olympic Games,Female,Sybil Fenton•Newall,Sybil•Newall,"17 October 1854 in Calderbrook, England (GBR)","24 June 1929 in Cheltenham, England (GBR)",Great Britain,549,,"Cheltenham Archers, Cheltenham (GBR)",Queenie,,,,,
Competed in Olympic Games,Female,Louisa Adelaide•Nott Bower (Yorke-),Louisa•Nott Bower,"27 March 1861 in Troedyraur, Wales (GBR)","6 September 1925 in Richmond, England (GBR)",Great Britain,550,,"Royal Richmond Archery Club, London (GBR)",,,,,,
Competed in Olympic Games,Female,Gillian•Patterson,Gillian•Patterson,26 September 1963,,Great Britain,551,165 cm / 59 kg,"Cleadon Archers, Seaham (GBR)",,,,,,
Competed in Olympic Games,Female,Lillias Anne Marshall•Robertson (Mason-),Lillias•Robertson,"20 July 1882 in Richmond, England (GBR)","13 March 1976 in Exeter, England (GBR)",Great Britain,552,,"Mid Surrey Archery Club, Surbiton (GBR)",,,,,,
Competed in Olympic Games,Female,Eileen•Robinson,Eileen•Robinson,"6 March 1951 in Manchester, England (GBR)",,Great Britain,553,170 cm / 64 kg,Greater Manchester Police,,,,,,
Competed in Olympic Games,Female,Emily Jane•Rushton (Ormrod-),Emily•Rushton,"1850 in Halliwell, England (GBR)","30 June 1939 in Barnacre-with-Bonds, Garstang, England (GBR)",Great Britain,554,,"Barnacre Archers, Barnacre-with-Bonds, Garstang (GBR)",,,,,,
Competed in Olympic Games,Female,Cheryl A.•Sutton (Fowler-),Cheryl•Sutton,"23 September 1946 in Norwich, England (GBR)",,Great Britain,555,160 cm / 72 kg,Norfolk Bowmen,,,,,,
Competed in Olympic Games,Female,Carol•Sykes (-Crich),Carol•Sykes,11 December 1941,,Great Britain,556,165 cm,,,,,,,
Competed in Olympic Games,Female,Albertine Anne•Thackwell,Albertine•Thackwell,"19 June 1863 in Alcester, England (GBR)","22 September 1944 in Little Comberton, England (GBR)",Great Britain,557,,"Worcestershire Archery Society, (GBR)",,,,,,
Competed in Olympic Games,Female,Janetta•Vance,Janetta•Vance,"16 February 1855 in Dublin, Dublin (IRL)","15 November 1921 in Hove, England (GBR)",Great Britain,558,,"Hove Toxophilite Society, Hove (GBR)",,,,,,
Competed in Olympic Games,Female,Jessie Ellen•Wadworth (Brown-),Jessie•Wadworth,"12 November 1863 in Devizes, England (GBR)","8 July 1936 in Hereford, England (GBR)",Great Britain,559,,"Hereford Bowmen, Hereford (GBR)",,,,,,
Competed in Olympic Games,Female,"Brenda•Wadworth (-Lea, -Baily)",Brenda•Wadworth,"26 November 1885 in Devizes, England (GBR)","28 January 1962 in Hereford, England (GBR)",Great Britain,560,,"Hereford Bowmen, Hereford (GBR)",,,,,,
Competed in Olympic Games,Female,"Margaret Kate•Weedon (Macrae-, -Mercer)",Margaret•Weedon,"31 October 1853 in Lewes, England (GBR)","19 October 1930 in Worcester, England (GBR)",Great Britain,561,,"West Kent Archery Society, Bickley (GBR)",,,,,,
Competed in Olympic Games,Female,"Susan ""Sue""•Willcox",Sue•Willcox,"6 April 1954 in Bristol, England (GBR)",,Great Britain,562,172 cm / 64 kg,Laleham Archery Club,,,,,,
Competed in Olympic Games,Female,Hilda•Williams,Hilda•Williams,"1876 in Marton, England (GBR)","10 July 1922 in Surbiton, England (GBR)",Great Britain,563,,"Mid Surrey Archery Club, Surbiton (GBR)",,,,,,
Competed in Olympic Games,Female,Alison Jane•Williamson (-Conaghan),Alison•Williamson,"3 November 1971 in Melton Mowbray, England (GBR)",,Great Britain,564,170 cm / 73 kg,"Long Mynd Archers, Church Stretton (GBR)",,,,,,
Competed in Olympic Games,Female,Lillian Sarah•Wilson (Barton-),Lillian•Wilson,"12 November 1864 in Kidderminster, England (GBR)","1 March 1909 in Southampton, England (GBR)",Great Britain,565,,"Hampshire County Archery Society, (GBR)",,,,,,
Competed in Olympic Games,Female,Ina Mary•Wood,Ina•Wood,"2 September 1886 in Fittleworth, England (GBR)","25 January 1961 in Foxhill, England (GBR)",Great Britain,566,,"West Kent Archery Society, Bickley (GBR)",,,,,,
Competed in Olympic Games,Male,Robert Ormston•Backhouse,Robert•Backhouse,"10 March 1854 in Darlington, England (GBR)","10 April 1940 in Sutton St. Nicholas, England (GBR)",Great Britain,567,,"Herefordshire York Round Club, Hereford (GBR)",,,,,,
Competed in Olympic Games,Male,Richard Henry•Bagnall-Oakeley,Richard•Bagnall-Oakeley,"12 November 1865 in Penallt, Wales (GBR)","5 July 1947 in Barnwood, England (GBR)",Great Britain,568,,"Royal Toxophilite Society, London (GBR)",,,,,,
Competed in Olympic Games,Male,"Ronald Proctor ""Ron""•Bishop",Ron•Bishop,"30 May 1931 in Liverpool, England (GBR)","8 June 2023 in Scarisbrick, England (GBR)",Great Britain,569,179 cm,"Sefton Hospital Archery Club, Liverpool",Bish,,,,,
Competed in Olympic Games,Male,Mark A.•Blenkarne,Mark•Blenkarne,"7 October 1957 in London, England (GBR)",,Great Britain,570,183 cm / 70 kg,,,,,,,
Competed in Olympic Games,Male,John Henry•Bridges,John•Bridges,"26 March 1852 in Horsham, England (GBR)","12 February 1925 in Eastbourne, England (GBR)",Great Britain,571,,"Royal Toxophilite Society, London (GBR)",,,,,,
Competed in Olympic Games,Male,Reginald•Brooks-King,Reginald•Brooks-King,"27 August 1861 in Monmouth, Wales (GBR)","19 September 1938 in Ottery St Mary, England (GBR)",Great Britain,572,,"West Somerset Archery Society, Taunton (GBR)",,,,,,
Competed in Olympic Games,Male,Charles Hutton•Coates,Charles•Coates,"5 April 1857 in Clapham Rise, England (GBR)","15 February 1922 in Boscombe, England (GBR)",Great Britain,573,,"Royal Toxophilite Society, London (GBR)",,,,,,
Competed in Olympic Games,Male,Geoffrey•Cornewall,Geoffrey•Cornewall,"7 May 1869 in Moccas, England (GBR)","21 January 1951 in Moccas, England (GBR)",Great Britain,574,,"Herefordshire York Round Club, Hereford (GBR)",,6th Baronet Cornewall of Moccas Court,,,,
Competed in Olympic Games,Male,William•Dod,William•Dod,"18 July 1867 in Lower Bebington, England (GBR)","8 October 1954 in Earls Court, England (GBR)",Great Britain,575,,"Welford Park Archers, Welford (GBR)",,,,,,
Competed in Olympic Games,Male,Peter J.•Gillam,Peter•Gillam,"2 January 1956 in Folkestone, England (GBR)",,Great Britain,576,180 cm / 76 kg,Stafford Archers,,,,,,
Competed in Olympic Games,Male,Steven Leslie•Hallard,Steven•Hallard,"22 February 1965 in Rugby, England (GBR)",,Great Britain,577,188 cm / 84 kg,"Dunlop Archery Club, Coventry (GBR)",,,,,,
Competed in Olympic Games,Male,Gary Lee•Hardinges,Gary•Hardinges,"6 December 1965 in Eastcote, England (GBR)",,Great Britain,578,173 cm / 73 kg,"Bowmen of Harrow, Harrow (GBR)",,,,,,
Competed in Olympic Games,Male,Robert Walker•Heathcote,Robert•Heathcote,"7 April 1847 in Bramshaw, England (GBR)","8 April 1918 in Southampton, England (GBR)",Great Britain,579,,"Hampshire County Archery Society, (GBR)",,,,,,
Competed in Olympic Games,Male,Harold Vaughan•James,Harold•James,"31 January 1868 in Horfield, Clifton, England (GBR)","19 October 1948 in Barrow Gurney, England (GBR)",Great Britain,580,,"Backwell and District Archery Club, Backwell (GBR)",,,,,,
Competed in Olympic Games,Male,John Bunyan•Keyworth,John•Keyworth,"9 May 1859 in Lincoln, England (GBR)","24 April 1954 in Birkenhead, England (GBR)",Great Britain,581,,"Wirral Archers, Wirral (GBR)",,,,,,
Competed in Olympic Games,Male,Stewart•Littlefair,Stewart•Littlefair,"9 July 1946 in Edmonton, England (GBR)",,Great Britain,582,172 cm / 62 kg,,,,,,,
Competed in Olympic Games,Male,Roy Derek•Matthews,Roy•Matthews,"10 September 1926 in Hampton-in-Arden, England (GBR)","March 1992 in Kidderminster, England (GBR)",Great Britain,583,176 cm,"Royal Leamington Spa Archery Society, Leamington Spa (GBR)",,,,,,
Competed in Olympic Games,Male,Hugh Percy•Nesham,Hugh•Nesham,"17 January 1878 in Surbiton, England (GBR)","26 June 1923 in Surbiton, England (GBR)",Great Britain,584,,"Royal Toxophilite Society, London (GBR)",,,,,,
Competed in Olympic Games,Male,John•Penrose,John•Penrose,"5 May 1850 in Littleham, England (GBR)","21 April 1932 in Chippenham, England (GBR)",Great Britain,585,,,,,,,,
Competed in Olympic Games,Male,Charles John Perry•Keene,Perry•Keene,"11 April 1846 in Minety, England (GBR)","29 November 1926 in Dean Prior, England (GBR)",Great Britain,586,,"Devon and Cornwall AS, (GBR)",,,,,,
Competed in Olympic Games,Male,David Anthony•Pink,David•Pink,"31 December 1939 in Southend-on-Sea, England (GBR)",,Great Britain,587,185 cm / 68 kg,,,,,,,
Competed in Olympic Games,Male,Capel George Pett•Pownall,Capel•Pownall,"28 November 1868 in Pimlico, England (GBR)","8 February 1933 in Woking, England (GBR)",Great Britain,588,,"Royal Toxophilite Society, London (GBR)",,,,,,
Competed in Olympic Games,Female,Lizzie Jane•Foster (Calvert-),Lizzie•Foster,"10 September 1856 in Colac, Victoria (AUS)","9 February 1948 in West Monkton, England (GBR)",Great Britain,589,,"Vale of White Horse Archers, Royal Wootton Bassett (GBR)",,,,,,
Competed in Olympic Games,Male,Richard John•Priestman,Richard•Priestman,"16 July 1955 in Liverpool, England (GBR)",,Great Britain,590,180 cm / 66 kg,"Nethermoss Archers, Scarisbrick (GBR)",,,,,,
Competed in Olympic Games,Male,Theodore•Robinson,Theodore•Robinson,"16 February 1866 in Backwell, England (GBR)","4 October 1959 in West Town, England (GBR)",Great Britain,591,,"Backwell and District Archery Club, Backwell (GBR)",,,,,,
Competed in Olympic Games,Male,Dennis•Savory,Dennis•Savory,"13 June 1943 in Kettering, England (GBR)",,Great Britain,592,170 cm / 76 kg,,,,,,,
Competed in Olympic Games,Male,John W.•Snelling,John•Snelling,8 March 1946,,Great Britain,593,175 cm,,,,,,,
Competed in Olympic Games,Male,Joseph Thomas Sarsfield•Stopford,Joseph•Stopford,"26 August 1866 in Blackrock, Cork, Cork (IRL)","25 November 1951 in Radlett, England (GBR)",Great Britain,594,,"Devon and Cornwall AS, (GBR)",,,,,,
Competed in Olympic Games,Male,Simon Duncan•Terry,Simon•Terry,"27 February 1974 in Stirling, Scotland (GBR)",19 July 2021,Great Britain,595,180 cm / 100 kg,"Lincoln Archers, Lincoln (GBR)",,,,,,
Competed in Olympic Games,Male,Leroy Denver•Watson,Leroy•Watson,"6 July 1966 in Broseley, England (GBR)",,Great Britain,596,175 cm / 63 kg,"Audco Archers, Newport (GBR)",,,,,,
Competed in Olympic Games,Male,Luis Francis•Mendiola Cabral,Luis•Cabral,8 July 1960,,Guam,597,,,,,,,,
Competed in Olympic Games,Female,Chan•Siu Yuk,Chan•Siu Yuk,21 December 1955,,"Hong Kong, China",598,152 cm / 47 kg,,,,,,,Oriental
Competed in Olympic Games,Female,"Lan Fong ""Macy""•Lau",Macy•Lau,27 June 1956,,"Hong Kong, China",599,160 cm / 53 kg,,,,,,,
Competed in Olympic Games,Female,Ng•Wing Nga,Ng•Wing Nga,13 December 1962,,"Hong Kong, China",600,165 cm / 53 kg,,,,,,,Oriental
Competed in Olympic Games,Female,Wong-Lau•So Han,Wong-Lau•So Han,25 April 1946,,"Hong Kong, China",601,152 cm / 45 kg,,,,,,,Oriental
Competed in Olympic Games,Male,Fok•Ming Shan,Fok•Ming Shan,5 July 1958,,"Hong Kong, China",602,172 cm / 56 kg,,,,,,,Oriental
Competed in Olympic Games,Male,Guillermo•Robson y Lennon,Guillermo•Robson,"25 June 1903 in Buenos Aires, Ciudad Autónoma de Buenos Aires (ARG)","6 November 1972 in Buenos Aires, Ciudad Autónoma de Buenos Aires (ARG)",Argentina,603,,,,,,,,
Competed in Olympic Games,Male,Jorge Daniel•Williams Camet,Jorge•Williams,"7 August 1904 in Buenos Aires, Ciudad Autónoma de Buenos Aires (ARG)",14 February 1954,Argentina,604,,,,,George Williams,,,
Competed in Olympic Games,Male,Sargis•Sargsyan,Sargis•Sargsyan,"3 June 1973 in Yerevan, Yerevan (ARM)",,Armenia,605,180 cm / 76 kg,,,,Sargis Sargsian,,Սարգիս•Սարգսյան,
Competed in Olympic Games,Female,Nadia•Bisiach,Nadia•Bisiach,25 January 1965,,Australia,606,163 cm / 60 kg,,,,,,,
Competed in Olympic Games,Female,Jenny Margaret•Byrne,Jenny•Byrne,"25 February 1967 in Perth, Western Australia (AUS)",,Australia,607,,,,,,,,
Competed in Olympic Games,Female,Lisa Jayne•Campbell (Bryant-),Lisa•Campbell,"1 May 1968 in Frankston, Victoria (AUS)",,Australia,608,171 cm / 79 kg,"?, South Australia, (AUS)",,,,,,
Competed in Olympic Games,Female,Rhonda Maree•Cator,Rhonda•Cator,"23 August 1966 in Numurkah, Victoria (AUS)",,Australia,609,167 cm / 65 kg,"?, Victoria, (AUS)",,,,,,
Competed in Olympic Games,Female,Amanda Jane•Hardy,Amanda•Hardy,"10 December 1971 in Altona, Victoria (AUS)",,Australia,610,163 cm / 58 kg,Western Suburbs,,,,,,
Competed in Olympic Games,Female,Ying•Kwok,Ying•Kwok,"24 April 1966 in Guangzhou (Canton), Guangdong (CHN)",,Australia,611,,,,,,,,
Competed in Olympic Games,Female,Anna•Lao,Anna•Lao,7 May 1962,,Australia,612,,"?, Victoria, (AUS)",,,,,,
Competed in Olympic Games,Female,Rachel Jane•McQuillan (-Kelly),Rachel•McQuillan,"2 December 1971 in Mereweather, New South Wales (AUS)",,Australia,613,174 cm / 61 kg,,,,,,,
Competed in Olympic Games,Female,Anne Louise•Minter (-Harris),Anne•Minter,"3 April 1963 in Melbourne, Victoria (AUS)",,Australia,614,165 cm / 55 kg,,,,,,,
Competed in Olympic Games,Female,Nicole Anne Louise•Provis-Bradtke,Nicole•Provis-Bradtke,"22 September 1969 in Melbourne, Victoria (AUS)",,Australia,615,176 cm / 61 kg,,,,,,,
Competed in Olympic Games,Female,"Elizabeth Marie ""Liz""•Smylie (Sayers-)",Liz•Smylie,"11 April 1963 in Perth, Western Australia (AUS)",,Australia,616,166 cm / 58 kg,,,,,,,
Competed in Olympic Games,Female,Rennae•Stubbs,Rennae•Stubbs,"26 March 1971 in Sydney, New South Wales (AUS)",,Australia,617,178 cm / 65 kg,"AIS, Canberra (AUS)",,,,,,
Competed in Olympic Games,Female,Kerri Michelle•Tepper,Kerri•Tepper,"4 March 1967 in Horsham, Victoria (AUS)",,Australia,618,180 cm / 65 kg,,,,,,,
Competed in Olympic Games,Female,Wendy May•Turnbull,Wendy•Turnbull,"26 November 1952 in Brisbane, Queensland (AUS)",,Australia,619,163 cm / 55 kg,,Rabbit,,,,,
Competed in Olympic Games,Female,Song•Yang,Song•Yang,"12 May 1965 in Nanjing, Jiangsu (CHN)",,Australia,620,170 cm / 62 kg,"?, New South Wales, (AUS)",,,,,,
Competed in Olympic Games,Female,Shirley•Zhou,Shirley•Zhou,"10 March 1978 in Beijing, Beijing (CHN)",,Australia,621,170 cm / 56 kg,"Croydon, Melbourne",,,,,,
Competed in Olympic Games,Male,John Manton•Bayley,Manton•Bayley,"15 November 1899 in Dubbo, New South Wales (AUS)","17 October 1981 in Malvern, Victoria (AUS)",Australia,623,185 cm,,,,,,,
Competed in Olympic Games,Male,Peter Grant•Blackburn,Peter•Blackburn,"25 March 1968 in Ballarat, Victoria (AUS)",,Australia,624,179 cm / 78 kg,"Ballarat Badminton Association, Wendouree (AUS)",,,,,,
Competed in Olympic Games,Male,Darren•Cahill,Darren•Cahill,"2 October 1965 in Adelaide, South Australia (AUS)",,Australia,625,188 cm / 75 kg,,Killer,,,,,
Competed in Olympic Games,Male,John Basil•Fitzgerald,John•Fitzgerald,"28 December 1960 in Cummins, South Australia (AUS)",,Australia,626,185 cm / 77 kg,,,,,,,
Competed in Olympic Games,Male,"Edwin Harold ""Teddy""•Flack",Teddy•Flack,"5 November 1873 in Islington East, England (GBR)","10 January 1935 in Berwick, Victoria (AUS)",Australia,627,,Victoria Amateur Athletic Association/Melbourne Track Club,,,,,,
Competed in Olympic Games,Male,Richard James•Fromberg,Richard•Fromberg,"28 April 1970 in Ulverstone, Tasmania (AUS)",,Australia,628,196 cm / 88 kg,,,,,,,
Competed in Olympic Games,Male,Gary•Haberl,Gary•Haberl,4 July 1965,"18 November 2019 in Cessnock, New South Wales (AUS)",Australia,629,172 cm / 67 kg,,,,,,,
Competed in Olympic Games,Male,Murray Ian•Hocking,Murray•Hocking,"31 May 1971 in Melbourne, Victoria (AUS)",,Australia,630,180 cm / 80 kg,"?, South Australia, (AUS)",,,,,,
Competed in Olympic Games,Male,Paul•Langley,Paul•Langley,"9 February 1972 in Adelaide, South Australia (AUS)",,Australia,631,178 cm / 84 kg,"Geelong, Brighton",,,,,,
Competed in Olympic Games,Male,"Russell ""Russ""•Lavale",Russ•Lavale,"12 July 1974 in Melbourne, Victoria (AUS)",,Australia,632,176 cm / 80 kg,"Croydon, Melbourne",,,,,,
Competed in Olympic Games,Male,"Wallace ""Wally""•Masur",Wally•Masur,"13 May 1963 in Southampton, England (GBR)",,Australia,633,180 cm / 76 kg,,,,,,,
Competed in Olympic Games,Male,Mark Anthony•Philippoussis,Mark•Philippoussis,"7 November 1976 in Melbourne, Victoria (AUS)",,Australia,634,193 cm / 91 kg,,The Scud,,,,,
Competed in Olympic Games,Male,Mark•Smythe,Mark•Smythe,"1 March 1973 in Box Hill, Victoria (AUS)",,Australia,635,177 cm / 67 kg,Croydon,,,,,,
Competed in Olympic Games,Male,Paul•Staight,Paul•Staight,"8 December 1974 in Werribee, Victoria (AUS)",,Australia,636,192 cm / 85 kg,"?, Victoria, (AUS)",,,,,,
Competed in Olympic Games,Male,Paul John•Stevenson,Paul•Stevenson,"3 May 1966 in Bendigo, Victoria (AUS)",,Australia,637,183 cm / 75 kg,"?, Victoria, (AUS)",,,,,,
Competed in Olympic Games,Male,Jason•Stoltenberg,Jason•Stoltenberg,"4 April 1970 in Narrabri, New South Wales (AUS)",,Australia,638,185 cm / 80 kg,,,,,,,
Competed in Olympic Games,Male,Ronald Victor•Thomas,Ronald•Thomas,"7 August 1888 in Hammond, South Australia (AUS)","30 December 1936 in Adelaide, South Australia (AUS)",Australia,639,174 cm / 59 kg,,,,,,,
Competed in Olympic Games,Male,"Arthur James ""Jim""•Willard",Jim•Willard,"22 April 1893 in Tambaroora, New South Wales (AUS)","10 June 1968 in Sydney, New South Wales (AUS)",Australia,640,168 cm,,,,,,,
Competed in Olympic Games,Male,Todd Andrew•Woodbridge,Todd•Woodbridge,"2 April 1971 in Sydney, New South Wales (AUS)",,Australia,641,178 cm / 75 kg,,,,,,,
Competed in Olympic Games,Male,Mark Raymond•Woodforde,Mark•Woodforde,"23 September 1965 in Adelaide, South Australia (AUS)",,Australia,642,183 cm / 80 kg,,,,,,,
Competed in Olympic Games,Female,Barbara•Paulus,Barbara•Paulus,"1 September 1970 in Wien (Vienna), Wien (AUT)",,Austria,643,177 cm / 62 kg,,,,,,,
Competed in Olympic Games,Female,Petra•Ritter (-Schwarz),Petra•Ritter,"24 May 1972 in Wien (Vienna), Wien (AUT)",,Austria,644,174 cm / 60 kg,,,,,,,
Competed in Olympic Games,Female,"Judith•Wiesner (Pölzl-, -Floimair)",Judith•Wiesner,"2 March 1966 in Hallein, Salzburg (AUT)",,Austria,645,170 cm / 65 kg,,,,,,,
Competed in Olympic Games,Male,Erich•Amplatz,Erich•Amplatz,"6 February 1960 in Judenburg, Steiermark (AUT)",,Austria,646,185 cm / 84 kg,SG Wolkersdorf/Langenlois,,,,,,
Competed in Olympic Games,Male,"Alexander ""Alex""•Antonitsch",Alex•Antonitsch,"8 February 1966 in Villach, Kärnten (AUT)",,Austria,647,188 cm / 85 kg,,,,,,,
Competed in Olympic Games,Male,Gottfried•Bär,Gottfried•Bär,"11 April 1952 in Hallein, Salzburg (AUT)",,Austria,648,186 cm / 83 kg,,Gotti,,,,,
Competed in Olympic Games,Male,Ding•Yi,Ding•Yi,"14 January 1959 in Shanghai, Shanghai (CHN)",,Austria,649,166 cm / 68 kg,"TTC Frickenhausen, GER",,,丁毅,,,Oriental
Competed in Olympic Games,Male,Hannes•Fuchs,Hannes•Fuchs,"9 March 1972 in Linz, Oberösterreich (AUT)",,Austria,650,182 cm / 76 kg,BSC 70 Feibra Linz,,,,,,
Competed in Olympic Games,Male,Karl•Jindrak,Karl•Jindrak,"10 December 1972 in Wien (Vienna), Wien (AUT)",,Austria,651,185 cm / 98 kg,Sportverein Schwechat Wien,,,,,,
Competed in Olympic Games,Male,Rolf•Kinzl,Rolf•Kinzl,"19 October 1878 in Praha (Prague), Hlavní město Praha (CZE)","14 November 1938 in Wien (Vienna), Wien (AUT)",Austria,652,,,,,,,,
Competed in Olympic Games,Male,Jürgen•Koch,Jürgen•Koch,"1 January 1973 in Traun, Oberösterreich (AUT)",,Austria,653,171 cm / 69 kg,ASKÖ Traun,,,,,,
Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Thomas•Muster,Thomas•Muster,"2 October 1967 in Leibnitz, Steiermark (AUT)",,Austria,654,180 cm / 79 kg,,,,,,,
Competed in Olympic Games,Male,Fritz Felix•Piepes,Fritz Felix•Piepes,"15 April 1887 in Praha (Prague), Hlavní město Praha (CZE)","20 January 1983 in Seattle, Washington (USA)",Austria,655,,,,,"Frederick ""Fred"" Pipes",,,
Competed in Olympic Games,Male,Qian•Qianli,Qian•Qianli,"7 February 1965 in Qidong, Jiangsu (CHN)",,Austria,656,168 cm / 65 kg,"TTC Kuchl, Kuchl (AUT)",,,钱千里,,,Oriental
Competed in Olympic Games,Male,Werner•Schlager,Werner•Schlager,"28 September 1972 in Wiener Neustadt, Niederösterreich (AUT)",,Austria,657,173 cm / 70 kg,"SVS Niederösterreich, Schwechat (AUT)",,,,,,
Competed in Olympic Games,Male,Horst•Skoff,Horst•Skoff,"22 August 1968 in Klagenfurt, Kärnten (AUT)","7 June 2008 in Hamburg, Hamburg (GER)",Austria,658,175 cm / 72 kg,,,,,,,
Competed in Olympic Games,Male,Ludwig Albrecht Constantin Maria•von Salm-Hoogstraeten,"Ludwig, Graf•von Salm-Hoogstraeten","24 February 1885 in Bad Homburg vor der Höhe, Hessen (GER)","23 July 1944 in Budapest, Budapest (HUN)",Austria,659,,,Ludi,Graf (Count),,,,
Competed in Olympic Games,Male,Arthur•Zborzil,Arthur•Zborzil,"15 July 1885 in Wien (Vienna), Wien (AUT)",15 October 1937,Austria,660,,"Wiener AC, Wien (AUT)",,,,,,
Competed in Olympic Games,Male,Mark Samuel•Knowles,Mark•Knowles,"4 September 1971 in Nassau, New Providence (BAH)",,The Bahamas,661,180 cm / 91 kg,,,,,,,
Competed in Olympic Games,Male,Roger•Smith,Roger•Smith,"20 January 1964 in Freeport, City of Freeport (BAH)",,The Bahamas,662,185 cm / 79 kg,,,,,,,
Competed in Olympic Games,Female,Sabine•Appelmans (-Haubourdin),Sabine•Appelmans,"22 April 1972 in Aalst, Oost-Vlaanderen (BEL)",,Belgium,663,169 cm / 60 kg,,,,,,,
Competed in Olympic Games,Female,Marie Juliette Emilie Fernande•Arendt (-Jamar),Fernande•Arendt,"11 July 1894 in Liège, Liège (BEL)",,Belgium,664,,,,,,,,
Competed in Olympic Games,Female,Karina•Bogaerts,Karina•Bogaerts,"6 August 1966 in Bruxelles (Brussels), Région de Bruxelles-Capitale (BEL)",,Belgium,665,175 cm / 72 kg,TTC Wolvertem,,,,,,
Competed in Olympic Games,Female,Marguerite•Chaudoir (Trasenster-),Marguerite•Chaudoir,"19 November 1885 in Liège, Liège (BEL)","24 December 1967 in Liège, Liège (BEL)",Belgium,666,,,,,,,,
Competed in Olympic Games,Female,Laurence•Courtois (-Crols),Laurence•Courtois,"18 January 1971 in Kortrijk, West-Vlaanderen (BEL)",,Belgium,667,172 cm / 61 kg,,,,,,,
Competed in Olympic Games,Female,Anne Catherine Jeanne Ghislain•de Borman (de Selliers de Moranville-),Anne•de Borman,"3 February 1881 in Saint-Josse-ten-Noode, Région de Bruxelles-Capitale (BEL)","30 September 1962 in Limal, Brabant Wallon (BEL)",Belgium,668,,"Royal Léopold Club, Bruxelles (BEL)",,,,,,
Competed in Olympic Games,Female,Marthe•Dupont (Trasenster-),Marthe•Dupont,"30 March 1892 in Ougrée, Liège (BEL)","15 November 1979 in Liège, Liège (BEL)",Belgium,669,,"RTC Liège, Liège (BEL)",,,,,,
Competed in Olympic Games,Female,Marie•Jones,Marie•Jones,1896,,Belgium,670,,,,,,,,
Competed in Olympic Games,Female,Suzanne Charlotte•Laurencin (Good-),Suzanne•Laurencin,"23 April 1893 in Antwerpen (Antwerp), Antwerpen (BEL)","26 October 1970 in Cannes, Alpes-Maritimes (FRA)",Belgium,671,,"Royal Beerschot THC, Kontich (BEL)",,,,,,
Competed in Olympic Games,Female,Marie Pauline Julia•Storms (Puissant-),Marie•Storms,"19 December 1885 in Merbes-le-Château, Hainaut (BEL)",,Belgium,672,,,,,,,,
Competed in Olympic Games,Female,"Lucienne Marthe Marie Françoise ""Lucette""•Tschaggeny",Lucette•Tschaggeny,"26 September 1891 in Bruxelles (Brussels), Région de Bruxelles-Capitale (BEL)",,Belgium,673,,,,,,,,
Competed in Olympic Games,Female,Dominique•Van Roost (Monami-),Dominique•Van Roost,"31 May 1973 in Verviers, Liège (BEL)",,Belgium,674,171 cm / 56 kg,,,,,,,
Competed in Olympic Games • Non-starter,Male,Victor Auguste•de Laveleye,Victor•de Laveleye,"5 November 1894 in Bruxelles (Brussels), Région de Bruxelles-Capitale (BEL)","14 December 1945 in Ixelles, Région de Bruxelles-Capitale (BEL)",Belgium,675,,"Royal Léopold Club, Bruxelles (BEL)",,,,,,
Competed in Olympic Games,Male,Robert Gustave Frédéric•Grisar,Robert•Grisar,"21 February 1890 in Antwerpen (Antwerp), Antwerpen (BEL)","24 August 1978 in Montréal, Québec (CAN)",Belgium,676,,"Royal Beerschot THC, Kontich (BEL)",,,,,,
Competed in Olympic Games,Male,Stéphane Jules Jacques Auguste Marie•Halot,Stéphane•Halot,"1 November 1897 in Bruxelles (Brussels), Région de Bruxelles-Capitale (BEL)",,Belgium,677,,"Royal Léopold Club, Bruxelles (BEL)",,,,,,
Competed in Olympic Games,Female,G. Marie A.•Janssen,Marie•Janssen,1899,,Belgium,678,,,,,,,,
Competed in Olympic Games,Male,André Henri Marie•Laloux,André•Laloux,"13 July 1897 in Liège, Liège (BEL)","28 January 1985 in Liège, Liège (BEL)",Belgium,679,,"RTC Liège, Liège (BEL)",,,,,,
Competed in Olympic Games,Male,René Adolphe Marie Charles•Laloux,René•Laloux,"19 January 1895 in Liège, Liège (BEL)","22 November 1981 in Liège, Liège (BEL)",Belgium,680,,"RTC Liège, Liège (BEL)",,,,,,
